tfmin	tfmax	astro	rank	surge	rh	crh	mtime
48.00	84.00	high	18	pos	1.43	22.24	2007-07-25 11:42:23
48.00	84.00	high	19	pos	1.22	23.47	2007-07-25 11:42:23
48.00	84.00	high	20	pos	1.43	24.90	2007-07-25 11:42:23
48.00	84.00	high	21	pos	1.43	26.33	2007-07-25 11:42:23
48.00	84.00	high	22	pos	1.02	27.35	2007-07-25 11:42:23
48.00	84.00	high	23	pos	2.04	29.39	2007-07-25 11:42:23
48.00	84.00	high	24	pos	0.82	30.20	2007-07-25 11:42:23
48.00	84.00	high	25	pos	0.82	31.02	2007-07-25 11:42:23
48.00	84.00	high	26	pos	0.82	31.84	2007-07-25 11:42:23
48.00	84.00	high	27	pos	0.41	32.24	2007-07-25 11:42:23
48.00	84.00	high	28	pos	1.84	34.08	2007-07-25 11:42:23
48.00	84.00	high	29	pos	1.43	35.51	2007-07-25 11:42:23
48.00	84.00	high	30	pos	1.43	36.94	2007-07-25 11:42:23
48.00	84.00	high	31	pos	2.04	38.98	2007-07-25 11:42:23
48.00	84.00	high	32	pos	1.22	40.20	2007-07-25 11:42:23
48.00	84.00	high	33	pos	2.24	42.45	2007-07-25 11:42:23
48.00	84.00	high	34	pos	1.22	43.67	2007-07-25 11:42:23
48.00	84.00	high	35	pos	2.45	46.12	2007-07-25 11:42:23
48.00	84.00	high	36	pos	0.82	46.94	2007-07-25 11:42:23
48.00	84.00	high	37	pos	2.45	49.39	2007-07-25 11:42:23
48.00	84.00	high	38	pos	1.63	51.02	2007-07-25 11:42:23
48.00	84.00	high	39	pos	1.63	52.65	2007-07-25 11:42:23
48.00	84.00	high	40	pos	2.45	55.10	2007-07-25 11:42:23
48.00	84.00	high	41	pos	1.84	56.94	2007-07-25 11:42:23
48.00	84.00	high	42	pos	3.47	60.41	2007-07-25 11:42:23
48.00	84.00	high	43	pos	3.06	63.47	2007-07-25 11:42:23
48.00	84.00	high	44	pos	2.45	65.92	2007-07-25 11:42:23
48.00	84.00	high	45	pos	2.24	68.16	2007-07-25 11:42:23
48.00	84.00	high	46	pos	3.06	71.22	2007-07-25 11:42:23
48.00	84.00	high	47	pos	1.43	72.65	2007-07-25 11:42:23
48.00	84.00	high	48	pos	3.06	75.71	2007-07-25 11:42:23
48.00	84.00	high	49	pos	2.24	77.96	2007-07-25 11:42:23
48.00	84.00	high	50	pos	3.47	81.43	2007-07-25 11:42:23
48.00	84.00	high	51	pos	3.06	84.49	2007-07-25 11:42:23
48.00	84.00	high	52	pos	5.71	90.20	2007-07-25 11:42:23
48.00	84.00	high	53	pos	9.80	100.00	2007-07-25 11:42:23
84.00	120.00	low	1	neg	1.06	1.06	2007-07-25 11:42:23
84.00	120.00	low	2	neg	0.26	1.32	2007-07-25 11:42:23
84.00	120.00	low	3	neg	0.00	1.32	2007-07-25 11:42:23
84.00	120.00	low	4	neg	0.00	1.32	2007-07-25 11:42:23
84.00	120.00	low	5	neg	0.00	1.32	2007-07-25 11:42:23
84.00	120.00	low	6	neg	0.26	1.59	2007-07-25 11:42:23
84.00	120.00	low	7	neg	0.00	1.59	2007-07-25 11:42:23
84.00	120.00	low	8	neg	0.53	2.12	2007-07-25 11:42:23
84.00	120.00	low	9	neg	0.26	2.38	2007-07-25 11:42:23
84.00	120.00	low	10	neg	0.26	2.65	2007-07-25 11:42:23
84.00	120.00	low	11	neg	0.26	2.91	2007-07-25 11:42:23
84.00	120.00	low	12	neg	0.26	3.17	2007-07-25 11:42:23
84.00	120.00	low	13	neg	0.53	3.70	2007-07-25 11:42:23
84.00	120.00	low	14	neg	0.26	3.97	2007-07-25 11:42:23
84.00	120.00	low	15	neg	0.53	4.50	2007-07-25 11:42:23
84.00	120.00	low	16	neg	0.53	5.03	2007-07-25 11:42:23
84.00	120.00	low	17	neg	0.26	5.29	2007-07-25 11:42:23
84.00	120.00	low	18	neg	1.06	6.35	2007-07-25 11:42:23
84.00	120.00	low	19	neg	0.00	6.35	2007-07-25 11:42:23
84.00	120.00	low	20	neg	0.53	6.88	2007-07-25 11:42:23
84.00	120.00	low	21	neg	0.53	7.41	2007-07-25 11:42:23
84.00	120.00	low	22	neg	0.26	7.67	2007-07-25 11:42:23
84.00	120.00	low	23	neg	0.53	8.20	2007-07-25 11:42:23
84.00	120.00	low	24	neg	0.26	8.47	2007-07-25 11:42:23
84.00	120.00	low	25	neg	1.32	9.79	2007-07-25 11:42:23
84.00	120.00	low	26	neg	0.79	10.58	2007-07-25 11:42:23
84.00	120.00	low	27	neg	1.06	11.64	2007-07-25 11:42:23
84.00	120.00	low	28	neg	0.79	12.43	2007-07-25 11:42:23
84.00	120.00	low	29	neg	1.59	14.02	2007-07-25 11:42:23
84.00	120.00	low	30	neg	0.79	14.81	2007-07-25 11:42:23
84.00	120.00	low	31	neg	0.79	15.61	2007-07-25 11:42:23
84.00	120.00	low	32	neg	1.32	16.93	2007-07-25 11:42:23
84.00	120.00	low	33	neg	1.59	18.52	2007-07-25 11:42:23
84.00	120.00	low	34	neg	0.79	19.31	2007-07-25 11:42:23
84.00	120.00	low	35	neg	2.38	21.69	2007-07-25 11:42:23
84.00	120.00	low	36	neg	2.12	23.81	2007-07-25 11:42:23
84.00	120.00	low	37	neg	1.59	25.40	2007-07-25 11:42:23
84.00	120.00	low	38	neg	2.65	28.04	2007-07-25 11:42:23
84.00	120.00	low	39	neg	2.38	30.42	2007-07-25 11:42:23
84.00	120.00	low	40	neg	1.85	32.28	2007-07-25 11:42:23
84.00	120.00	low	41	neg	1.85	34.13	2007-07-25 11:42:23
84.00	120.00	low	42	neg	1.32	35.45	2007-07-25 11:42:23
84.00	120.00	low	43	neg	1.85	37.30	2007-07-25 11:42:23
84.00	120.00	low	44	neg	2.12	39.42	2007-07-25 11:42:23
84.00	120.00	low	45	neg	3.44	42.86	2007-07-25 11:42:23
84.00	120.00	low	46	neg	2.12	44.97	2007-07-25 11:42:23
84.00	120.00	low	47	neg	1.59	46.56	2007-07-25 11:42:23
84.00	120.00	low	48	neg	3.70	50.26	2007-07-25 11:42:23
84.00	120.00	low	49	neg	5.29	55.56	2007-07-25 11:42:23
84.00	120.00	low	50	neg	3.70	59.26	2007-07-25 11:42:23
84.00	120.00	low	51	neg	7.14	66.40	2007-07-25 11:42:23
84.00	120.00	low	52	neg	6.88	73.28	2007-07-25 11:42:23
84.00	120.00	low	53	neg	26.72	100.00	2007-07-25 11:42:23
84.00	120.00	low	1	pos	4.98	4.98	2007-07-25 11:42:23
84.00	120.00	low	2	pos	1.99	6.97	2007-07-25 11:42:23
84.00	120.00	low	3	pos	3.48	10.45	2007-07-25 11:42:23
84.00	120.00	low	4	pos	3.23	13.68	2007-07-25 11:42:23
84.00	120.00	low	5	pos	2.24	15.92	2007-07-25 11:42:23
84.00	120.00	low	6	pos	1.99	17.91	2007-07-25 11:42:23
84.00	120.00	low	7	pos	1.99	19.90	2007-07-25 11:42:23
84.00	120.00	low	8	pos	1.74	21.64	2007-07-25 11:42:23
84.00	120.00	low	9	pos	2.49	24.13	2007-07-25 11:42:23
84.00	120.00	low	10	pos	2.24	26.37	2007-07-25 11:42:23
84.00	120.00	low	11	pos	2.49	28.86	2007-07-25 11:42:23
84.00	120.00	low	12	pos	0.75	29.60	2007-07-25 11:42:23
84.00	120.00	low	13	pos	1.74	31.34	2007-07-25 11:42:23
84.00	120.00	low	14	pos	1.00	32.34	2007-07-25 11:42:23
84.00	120.00	low	15	pos	2.24	34.58	2007-07-25 11:42:23
84.00	120.00	low	16	pos	1.74	36.32	2007-07-25 11:42:23
84.00	120.00	low	17	pos	2.24	38.56	2007-07-25 11:42:23
84.00	120.00	low	18	pos	1.99	40.55	2007-07-25 11:42:23
84.00	120.00	low	19	pos	2.99	43.53	2007-07-25 11:42:23
84.00	120.00	low	20	pos	2.24	45.77	2007-07-25 11:42:23
84.00	120.00	low	21	pos	1.99	47.76	2007-07-25 11:42:23
84.00	120.00	low	22	pos	1.99	49.75	2007-07-25 11:42:23
84.00	120.00	low	23	pos	1.74	51.49	2007-07-25 11:42:23
84.00	120.00	low	24	pos	2.24	53.73	2007-07-25 11:42:23
84.00	120.00	low	25	pos	0.75	54.48	2007-07-25 11:42:23
84.00	120.00	low	26	pos	1.00	55.47	2007-07-25 11:42:23
84.00	120.00	low	27	pos	2.49	57.96	2007-07-25 11:42:23
84.00	120.00	low	28	pos	1.99	59.95	2007-07-25 11:42:23
84.00	120.00	low	29	pos	1.74	61.69	2007-07-25 11:42:23
84.00	120.00	low	30	pos	1.24	62.94	2007-07-25 11:42:23
84.00	120.00	low	31	pos	3.23	66.17	2007-07-25 11:42:23
84.00	120.00	low	32	pos	1.24	67.41	2007-07-25 11:42:23
84.00	120.00	low	33	pos	1.99	69.40	2007-07-25 11:42:23
84.00	120.00	low	34	pos	1.00	70.40	2007-07-25 11:42:23
84.00	120.00	low	35	pos	1.74	72.14	2007-07-25 11:42:23
84.00	120.00	low	36	pos	1.99	74.13	2007-07-25 11:42:23
84.00	120.00	low	37	pos	1.00	75.12	2007-07-25 11:42:23
84.00	120.00	low	38	pos	1.74	76.87	2007-07-25 11:42:23
84.00	120.00	low	39	pos	1.74	78.61	2007-07-25 11:42:23
84.00	120.00	low	40	pos	1.49	80.10	2007-07-25 11:42:23
84.00	120.00	low	41	pos	1.00	81.09	2007-07-25 11:42:23
84.00	120.00	low	42	pos	1.99	83.08	2007-07-25 11:42:23
84.00	120.00	low	43	pos	1.99	85.07	2007-07-25 11:42:23
84.00	120.00	low	44	pos	1.74	86.82	2007-07-25 11:42:23
84.00	120.00	low	45	pos	1.00	87.81	2007-07-25 11:42:23
84.00	120.00	low	46	pos	0.75	88.56	2007-07-25 11:42:23
84.00	120.00	low	47	pos	2.49	91.04	2007-07-25 11:42:23
84.00	120.00	low	48	pos	1.24	92.29	2007-07-25 11:42:23
84.00	120.00	low	49	pos	1.00	93.28	2007-07-25 11:42:23
84.00	120.00	low	50	pos	1.74	95.02	2007-07-25 11:42:23
84.00	120.00	low	51	pos	0.75	95.77	2007-07-25 11:42:23
84.00	120.00	low	52	pos	3.73	99.50	2007-07-25 11:42:23
84.00	120.00	low	53	pos	0.50	100.00	2007-07-25 11:42:23
84.00	120.00	high	1	neg	1.96	1.96	2007-07-25 11:42:24
84.00	120.00	high	2	neg	0.65	2.61	2007-07-25 11:42:24
84.00	120.00	high	3	neg	0.00	2.61	2007-07-25 11:42:24
84.00	120.00	high	4	neg	0.33	2.94	2007-07-25 11:42:24
84.00	120.00	high	5	neg	0.33	3.27	2007-07-25 11:42:24
84.00	120.00	high	6	neg	0.00	3.27	2007-07-25 11:42:24
84.00	120.00	high	7	neg	1.63	4.90	2007-07-25 11:42:24
84.00	120.00	high	8	neg	0.33	5.23	2007-07-25 11:42:24
84.00	120.00	high	9	neg	0.98	6.21	2007-07-25 11:42:24
84.00	120.00	high	10	neg	1.63	7.84	2007-07-25 11:42:24
84.00	120.00	high	11	neg	0.98	8.82	2007-07-25 11:42:24
84.00	120.00	high	12	neg	0.33	9.15	2007-07-25 11:42:24
84.00	120.00	high	13	neg	0.00	9.15	2007-07-25 11:42:24
84.00	120.00	high	14	neg	0.98	10.13	2007-07-25 11:42:24
84.00	120.00	high	15	neg	0.98	11.11	2007-07-25 11:42:24
84.00	120.00	high	16	neg	2.94	14.05	2007-07-25 11:42:24
84.00	120.00	high	17	neg	0.98	15.03	2007-07-25 11:42:24
84.00	120.00	high	18	neg	0.33	15.36	2007-07-25 11:42:24
84.00	120.00	high	19	neg	1.96	17.32	2007-07-25 11:42:24
84.00	120.00	high	20	neg	1.31	18.63	2007-07-25 11:42:24
84.00	120.00	high	21	neg	1.63	20.26	2007-07-25 11:42:24
84.00	120.00	high	22	neg	0.98	21.24	2007-07-25 11:42:24
84.00	120.00	high	23	neg	0.65	21.90	2007-07-25 11:42:24
84.00	120.00	high	24	neg	1.96	23.86	2007-07-25 11:42:24
84.00	120.00	high	25	neg	0.65	24.51	2007-07-25 11:42:24
84.00	120.00	high	26	neg	0.98	25.49	2007-07-25 11:42:24
84.00	120.00	high	27	neg	1.31	26.80	2007-07-25 11:42:24
84.00	120.00	high	28	neg	1.31	28.10	2007-07-25 11:42:24
84.00	120.00	high	29	neg	0.98	29.08	2007-07-25 11:42:24
84.00	120.00	high	30	neg	2.61	31.70	2007-07-25 11:42:24
84.00	120.00	high	31	neg	1.96	33.66	2007-07-25 11:42:24
84.00	120.00	high	32	neg	1.31	34.97	2007-07-25 11:42:24
84.00	120.00	high	33	neg	2.29	37.25	2007-07-25 11:42:24
84.00	120.00	high	34	neg	3.27	40.52	2007-07-25 11:42:24
84.00	120.00	high	35	neg	1.31	41.83	2007-07-25 11:42:24
84.00	120.00	high	36	neg	1.63	43.46	2007-07-25 11:42:24
84.00	120.00	high	37	neg	1.31	44.77	2007-07-25 11:42:24
84.00	120.00	high	38	neg	1.31	46.08	2007-07-25 11:42:24
84.00	120.00	high	39	neg	1.63	47.71	2007-07-25 11:42:24
84.00	120.00	high	40	neg	1.96	49.67	2007-07-25 11:42:24
84.00	120.00	high	41	neg	3.27	52.94	2007-07-25 11:42:24
84.00	120.00	high	42	neg	2.29	55.23	2007-07-25 11:42:24
84.00	120.00	high	43	neg	1.63	56.86	2007-07-25 11:42:24
84.00	120.00	high	44	neg	3.27	60.13	2007-07-25 11:42:24
84.00	120.00	high	45	neg	4.25	64.38	2007-07-25 11:42:24
84.00	120.00	high	46	neg	2.94	67.32	2007-07-25 11:42:24
84.00	120.00	high	47	neg	2.29	69.61	2007-07-25 11:42:24
84.00	120.00	high	48	neg	3.27	72.88	2007-07-25 11:42:24
84.00	120.00	high	49	neg	2.61	75.49	2007-07-25 11:42:24
84.00	120.00	high	50	neg	2.29	77.78	2007-07-25 11:42:24
84.00	120.00	high	51	neg	5.88	83.66	2007-07-25 11:42:24
84.00	120.00	high	52	neg	4.58	88.24	2007-07-25 11:42:24
84.00	120.00	high	53	neg	11.76	100.00	2007-07-25 11:42:24
84.00	120.00	high	1	pos	0.86	0.86	2007-07-25 11:42:24
84.00	120.00	high	2	pos	0.21	1.07	2007-07-25 11:42:24
84.00	120.00	high	3	pos	0.64	1.72	2007-07-25 11:42:24
84.00	120.00	high	4	pos	1.50	3.22	2007-07-25 11:42:24
84.00	120.00	high	5	pos	0.64	3.86	2007-07-25 11:42:24
84.00	120.00	high	6	pos	1.93	5.79	2007-07-25 11:42:24
84.00	120.00	high	7	pos	0.86	6.65	2007-07-25 11:42:24
84.00	120.00	high	8	pos	1.29	7.94	2007-07-25 11:42:24
84.00	120.00	high	9	pos	0.64	8.58	2007-07-25 11:42:24
84.00	120.00	high	10	pos	0.43	9.01	2007-07-25 11:42:24
84.00	120.00	high	11	pos	1.07	10.09	2007-07-25 11:42:24
84.00	120.00	high	12	pos	0.21	10.30	2007-07-25 11:42:24
84.00	120.00	high	13	pos	0.86	11.16	2007-07-25 11:42:24
84.00	120.00	high	14	pos	1.29	12.45	2007-07-25 11:42:24
84.00	120.00	high	15	pos	1.50	13.95	2007-07-25 11:42:24
84.00	120.00	high	16	pos	0.43	14.38	2007-07-25 11:42:24
84.00	120.00	high	17	pos	1.29	15.67	2007-07-25 11:42:24
84.00	120.00	high	18	pos	1.93	17.60	2007-07-25 11:42:24
84.00	120.00	high	19	pos	1.07	18.67	2007-07-25 11:42:24
84.00	120.00	high	20	pos	1.72	20.39	2007-07-25 11:42:24
84.00	120.00	high	21	pos	1.29	21.67	2007-07-25 11:42:24
84.00	120.00	high	22	pos	1.93	23.61	2007-07-25 11:42:24
84.00	120.00	high	23	pos	1.93	25.54	2007-07-25 11:42:24
84.00	120.00	high	24	pos	1.72	27.25	2007-07-25 11:42:24
84.00	120.00	high	25	pos	2.15	29.40	2007-07-25 11:42:24
84.00	120.00	high	26	pos	3.00	32.40	2007-07-25 11:42:24
84.00	120.00	high	27	pos	1.93	34.33	2007-07-25 11:42:24
84.00	120.00	high	28	pos	1.50	35.84	2007-07-25 11:42:24
84.00	120.00	high	29	pos	1.07	36.91	2007-07-25 11:42:24
84.00	120.00	high	30	pos	1.72	38.63	2007-07-25 11:42:24
84.00	120.00	high	31	pos	1.29	39.91	2007-07-25 11:42:24
84.00	120.00	high	32	pos	1.07	40.99	2007-07-25 11:42:24
84.00	120.00	high	33	pos	2.36	43.35	2007-07-25 11:42:24
84.00	120.00	high	34	pos	3.22	46.57	2007-07-25 11:42:24
84.00	120.00	high	35	pos	1.93	48.50	2007-07-25 11:42:24
84.00	120.00	high	36	pos	1.72	50.21	2007-07-25 11:42:24
84.00	120.00	high	37	pos	3.65	53.86	2007-07-25 11:42:24
84.00	120.00	high	38	pos	3.00	56.87	2007-07-25 11:42:24
84.00	120.00	high	39	pos	2.15	59.01	2007-07-25 11:42:24
84.00	120.00	high	40	pos	1.93	60.94	2007-07-25 11:42:24
84.00	120.00	high	41	pos	3.22	64.16	2007-07-25 11:42:24
84.00	120.00	high	42	pos	3.00	67.17	2007-07-25 11:42:24
84.00	120.00	high	43	pos	3.22	70.39	2007-07-25 11:42:24
84.00	120.00	high	44	pos	2.58	72.96	2007-07-25 11:42:24
84.00	120.00	high	45	pos	2.36	75.32	2007-07-25 11:42:24
84.00	120.00	high	46	pos	1.72	77.04	2007-07-25 11:42:24
84.00	120.00	high	47	pos	2.15	79.18	2007-07-25 11:42:24
84.00	120.00	high	48	pos	2.36	81.55	2007-07-25 11:42:24
84.00	120.00	high	49	pos	2.15	83.69	2007-07-25 11:42:24
84.00	120.00	high	50	pos	4.51	88.20	2007-07-25 11:42:24
84.00	120.00	high	51	pos	3.43	91.63	2007-07-25 11:42:24
84.00	120.00	high	52	pos	4.08	95.71	2007-07-25 11:42:24
84.00	120.00	high	53	pos	4.29	100.00	2007-07-25 11:42:24
120.00	156.00	low	1	neg	0.27	0.27	2007-07-25 11:42:24
120.00	156.00	low	2	neg	0.00	0.27	2007-07-25 11:42:24
120.00	156.00	low	3	neg	0.00	0.27	2007-07-25 11:42:24
120.00	156.00	low	4	neg	0.27	0.53	2007-07-25 11:42:24
120.00	156.00	low	5	neg	0.27	0.80	2007-07-25 11:42:24
120.00	156.00	low	6	neg	0.27	1.06	2007-07-25 11:42:24
120.00	156.00	low	7	neg	0.27	1.33	2007-07-25 11:42:24
120.00	156.00	low	8	neg	0.00	1.33	2007-07-25 11:42:24
120.00	156.00	low	9	neg	0.27	1.60	2007-07-25 11:42:24
120.00	156.00	low	10	neg	0.00	1.60	2007-07-25 11:42:24
120.00	156.00	low	11	neg	0.80	2.39	2007-07-25 11:42:24
120.00	156.00	low	12	neg	0.00	2.39	2007-07-25 11:42:24
120.00	156.00	low	13	neg	0.00	2.39	2007-07-25 11:42:24
120.00	156.00	low	14	neg	0.53	2.93	2007-07-25 11:42:24
120.00	156.00	low	15	neg	0.27	3.19	2007-07-25 11:42:24
120.00	156.00	low	16	neg	1.06	4.26	2007-07-25 11:42:24
120.00	156.00	low	17	neg	0.80	5.05	2007-07-25 11:42:24
120.00	156.00	low	18	neg	1.06	6.12	2007-07-25 11:42:24
120.00	156.00	low	19	neg	1.33	7.45	2007-07-25 11:42:24
120.00	156.00	low	20	neg	0.53	7.98	2007-07-25 11:42:24
120.00	156.00	low	21	neg	0.27	8.24	2007-07-25 11:42:24
120.00	156.00	low	22	neg	0.80	9.04	2007-07-25 11:42:24
120.00	156.00	low	23	neg	1.06	10.11	2007-07-25 11:42:24
120.00	156.00	low	24	neg	0.53	10.64	2007-07-25 11:42:24
120.00	156.00	low	25	neg	1.06	11.70	2007-07-25 11:42:24
120.00	156.00	low	26	neg	0.27	11.97	2007-07-25 11:42:24
120.00	156.00	low	27	neg	0.27	12.23	2007-07-25 11:42:24
120.00	156.00	low	28	neg	0.27	12.50	2007-07-25 11:42:24
120.00	156.00	low	29	neg	2.66	15.16	2007-07-25 11:42:24
120.00	156.00	low	30	neg	1.06	16.22	2007-07-25 11:42:24
120.00	156.00	low	31	neg	1.06	17.29	2007-07-25 11:42:24
120.00	156.00	low	32	neg	2.39	19.68	2007-07-25 11:42:24
120.00	156.00	low	33	neg	1.60	21.28	2007-07-25 11:42:24
120.00	156.00	low	34	neg	0.53	21.81	2007-07-25 11:42:24
120.00	156.00	low	35	neg	1.60	23.40	2007-07-25 11:42:24
120.00	156.00	low	36	neg	1.33	24.73	2007-07-25 11:42:24
120.00	156.00	low	37	neg	1.60	26.33	2007-07-25 11:42:24
120.00	156.00	low	38	neg	0.80	27.13	2007-07-25 11:42:24
120.00	156.00	low	39	neg	1.60	28.72	2007-07-25 11:42:24
120.00	156.00	low	40	neg	2.13	30.85	2007-07-25 11:42:24
120.00	156.00	low	41	neg	1.60	32.45	2007-07-25 11:42:24
120.00	156.00	low	42	neg	1.33	33.78	2007-07-25 11:42:24
120.00	156.00	low	43	neg	2.13	35.90	2007-07-25 11:42:24
120.00	156.00	low	44	neg	2.39	38.30	2007-07-25 11:42:24
120.00	156.00	low	45	neg	4.52	42.82	2007-07-25 11:42:24
120.00	156.00	low	46	neg	3.46	46.28	2007-07-25 11:42:24
120.00	156.00	low	47	neg	3.72	50.00	2007-07-25 11:42:24
120.00	156.00	low	48	neg	4.52	54.52	2007-07-25 11:42:24
120.00	156.00	low	49	neg	3.19	57.71	2007-07-25 11:42:24
120.00	156.00	low	50	neg	7.98	65.69	2007-07-25 11:42:24
120.00	156.00	low	51	neg	6.65	72.34	2007-07-25 11:42:24
120.00	156.00	low	52	neg	10.64	82.98	2007-07-25 11:42:24
120.00	156.00	low	53	neg	17.02	100.00	2007-07-25 11:42:24
120.00	156.00	low	1	pos	1.76	1.76	2007-07-25 11:42:24
120.00	156.00	low	2	pos	1.76	3.53	2007-07-25 11:42:24
120.00	156.00	low	3	pos	2.77	6.30	2007-07-25 11:42:24
120.00	156.00	low	4	pos	1.01	7.30	2007-07-25 11:42:24
120.00	156.00	low	5	pos	1.76	9.07	2007-07-25 11:42:24
120.00	156.00	low	6	pos	2.02	11.08	2007-07-25 11:42:24
120.00	156.00	low	7	pos	1.76	12.85	2007-07-25 11:42:24
120.00	156.00	low	8	pos	1.51	14.36	2007-07-25 11:42:24
120.00	156.00	low	9	pos	2.02	16.37	2007-07-25 11:42:24
120.00	156.00	low	10	pos	1.51	17.88	2007-07-25 11:42:24
120.00	156.00	low	11	pos	3.53	21.41	2007-07-25 11:42:24
120.00	156.00	low	12	pos	3.53	24.94	2007-07-25 11:42:24
120.00	156.00	low	13	pos	1.76	26.70	2007-07-25 11:42:24
120.00	156.00	low	14	pos	3.02	29.72	2007-07-25 11:42:24
120.00	156.00	low	15	pos	0.76	30.48	2007-07-25 11:42:24
120.00	156.00	low	16	pos	1.26	31.74	2007-07-25 11:42:24
120.00	156.00	low	17	pos	1.26	33.00	2007-07-25 11:42:24
120.00	156.00	low	18	pos	2.52	35.52	2007-07-25 11:42:24
120.00	156.00	low	19	pos	1.26	36.78	2007-07-25 11:42:24
120.00	156.00	low	20	pos	1.51	38.29	2007-07-25 11:42:24
120.00	156.00	low	21	pos	1.26	39.55	2007-07-25 11:42:24
120.00	156.00	low	22	pos	1.51	41.06	2007-07-25 11:42:24
120.00	156.00	low	23	pos	3.02	44.08	2007-07-25 11:42:24
120.00	156.00	low	24	pos	1.26	45.34	2007-07-25 11:42:24
120.00	156.00	low	25	pos	2.02	47.36	2007-07-25 11:42:24
120.00	156.00	low	26	pos	1.76	49.12	2007-07-25 11:42:24
120.00	156.00	low	27	pos	1.51	50.63	2007-07-25 11:42:24
120.00	156.00	low	28	pos	1.51	52.14	2007-07-25 11:42:24
120.00	156.00	low	29	pos	1.51	53.65	2007-07-25 11:42:24
120.00	156.00	low	30	pos	2.02	55.67	2007-07-25 11:42:24
120.00	156.00	low	31	pos	1.76	57.43	2007-07-25 11:42:24
120.00	156.00	low	32	pos	2.02	59.45	2007-07-25 11:42:24
120.00	156.00	low	33	pos	2.02	61.46	2007-07-25 11:42:24
120.00	156.00	low	34	pos	2.77	64.23	2007-07-25 11:42:24
120.00	156.00	low	35	pos	3.02	67.25	2007-07-25 11:42:24
120.00	156.00	low	36	pos	0.25	67.51	2007-07-25 11:42:24
120.00	156.00	low	37	pos	1.76	69.27	2007-07-25 11:42:24
120.00	156.00	low	38	pos	1.01	70.28	2007-07-25 11:42:24
120.00	156.00	low	39	pos	1.51	71.79	2007-07-25 11:42:24
120.00	156.00	low	40	pos	1.51	73.30	2007-07-25 11:42:24
120.00	156.00	low	41	pos	1.26	74.56	2007-07-25 11:42:24
120.00	156.00	low	42	pos	1.51	76.07	2007-07-25 11:42:24
120.00	156.00	low	43	pos	3.02	79.09	2007-07-25 11:42:24
120.00	156.00	low	44	pos	0.76	79.85	2007-07-25 11:42:24
120.00	156.00	low	45	pos	2.02	81.86	2007-07-25 11:42:24
120.00	156.00	low	46	pos	0.50	82.37	2007-07-25 11:42:24
120.00	156.00	low	47	pos	2.27	84.63	2007-07-25 11:42:24
120.00	156.00	low	48	pos	3.27	87.91	2007-07-25 11:42:24
120.00	156.00	low	49	pos	4.28	92.19	2007-07-25 11:42:24
120.00	156.00	low	50	pos	2.02	94.21	2007-07-25 11:42:24
120.00	156.00	low	51	pos	2.02	96.22	2007-07-25 11:42:24
120.00	156.00	low	52	pos	2.52	98.74	2007-07-25 11:42:24
120.00	156.00	low	53	pos	1.26	100.00	2007-07-25 11:42:24
120.00	156.00	high	1	neg	0.32	0.32	2007-07-25 11:42:24
120.00	156.00	high	2	neg	0.00	0.32	2007-07-25 11:42:24
120.00	156.00	high	3	neg	0.32	0.64	2007-07-25 11:42:24
120.00	156.00	high	4	neg	1.28	1.92	2007-07-25 11:42:24
120.00	156.00	high	5	neg	0.00	1.92	2007-07-25 11:42:24
120.00	156.00	high	6	neg	0.32	2.24	2007-07-25 11:42:24
120.00	156.00	high	7	neg	0.00	2.24	2007-07-25 11:42:24
120.00	156.00	high	8	neg	0.96	3.19	2007-07-25 11:42:24
120.00	156.00	high	9	neg	0.64	3.83	2007-07-25 11:42:24
120.00	156.00	high	10	neg	0.32	4.15	2007-07-25 11:42:24
120.00	156.00	high	11	neg	0.96	5.11	2007-07-25 11:42:24
120.00	156.00	high	12	neg	0.64	5.75	2007-07-25 11:42:24
120.00	156.00	high	13	neg	0.00	5.75	2007-07-25 11:42:24
120.00	156.00	high	14	neg	0.96	6.71	2007-07-25 11:42:24
120.00	156.00	high	15	neg	2.24	8.95	2007-07-25 11:42:24
120.00	156.00	high	16	neg	0.00	8.95	2007-07-25 11:42:24
120.00	156.00	high	17	neg	0.32	9.27	2007-07-25 11:42:24
120.00	156.00	high	18	neg	0.64	9.90	2007-07-25 11:42:24
120.00	156.00	high	19	neg	0.32	10.22	2007-07-25 11:42:24
120.00	156.00	high	20	neg	1.28	11.50	2007-07-25 11:42:24
120.00	156.00	high	21	neg	0.96	12.46	2007-07-25 11:42:24
120.00	156.00	high	22	neg	2.24	14.70	2007-07-25 11:42:24
120.00	156.00	high	23	neg	1.28	15.97	2007-07-25 11:42:24
120.00	156.00	high	24	neg	0.32	16.29	2007-07-25 11:42:24
120.00	156.00	high	25	neg	1.60	17.89	2007-07-25 11:42:24
120.00	156.00	high	26	neg	1.60	19.49	2007-07-25 11:42:24
120.00	156.00	high	27	neg	0.96	20.45	2007-07-25 11:42:24
120.00	156.00	high	28	neg	1.28	21.73	2007-07-25 11:42:24
120.00	156.00	high	29	neg	1.60	23.32	2007-07-25 11:42:24
120.00	156.00	high	30	neg	0.96	24.28	2007-07-25 11:42:24
120.00	156.00	high	31	neg	2.24	26.52	2007-07-25 11:42:24
120.00	156.00	high	32	neg	2.88	29.39	2007-07-25 11:42:24
120.00	156.00	high	33	neg	0.32	29.71	2007-07-25 11:42:24
120.00	156.00	high	34	neg	2.24	31.95	2007-07-25 11:42:24
